# Acquisition started at 11/01/2023 - 15:20:50 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		149
0	000	2	00	1		136
0	000	2	00	2		115
0	000	2	00	3		128
0	000	2	00	4		151
0	000	2	00	5		99
0	000	2	00	6		160
0	000	2	00	7		101
0	000	2	00	8		100
0	000	2	00	9		119
0	000	2	00	10		157
0	000	2	00	11		120
0	000	2	00	12		160
0	000	2	00	13		121
0	000	2	00	14		126
0	000	2	00	15		140
0	000	2	00	16		145
0	000	2	00	17		109
0	000	2	00	18		121
0	000	2	00	19		107
0	000	2	00	20		117
0	000	2	00	21		125
0	000	2	00	22		149
0	000	2	00	23		115
0	000	2	00	24		100
0	000	2	00	25		129
0	000	2	00	26		136
0	000	2	00	27		143
0	000	2	00	28		107
0	000	2	00	29		197
0	000	2	00	30		187
0	011	2	10	31		84
1	000	2	00	0		178
1	000	2	00	1		170
1	000	2	00	2		139
1	000	2	00	3		157
1	000	2	00	4		184
1	000	2	00	5		133
1	000	2	00	6		195
1	000	2	00	7		133
1	000	2	00	8		138
1	000	2	00	9		165
1	000	2	00	10		198
1	000	2	00	11		161
1	000	2	00	12		200
1	000	2	00	13		161
1	000	2	00	14		174
1	000	2	00	15		183
1	000	2	00	16		174
1	000	2	00	17		141
1	000	2	00	18		151
1	000	2	00	19		138
1	000	2	00	20		152
1	000	2	00	21		157
1	000	2	00	22		180
1	000	2	00	23		148
1	000	2	00	24		135
1	000	2	00	25		165
1	000	2	00	26		165
1	000	2	00	27		174
1	000	2	00	28		136
1	000	2	00	29		225
1	000	2	00	30		211
1	011	2	10	31		106
2	000	2	00	0		155
2	000	2	00	1		139
2	000	2	00	2		111
2	000	2	00	3		123
2	000	2	00	4		406
2	000	2	00	5		105
2	000	2	00	6		165
2	000	2	00	7		96
2	000	2	00	8		91
2	000	2	00	9		122
2	000	2	00	10		152
2	000	2	00	11		114
2	000	2	00	12		155
2	000	2	00	13		114
2	000	2	00	14		128
2	000	2	00	15		131
2	000	2	00	16		144
2	000	2	00	17		108
2	000	2	00	18		118
2	000	2	00	19		109
2	000	2	00	20		117
2	000	2	00	21		129
2	000	2	00	22		145
2	000	2	00	23		110
2	000	2	00	24		101
2	000	2	00	25		135
2	000	2	00	26		136
2	000	2	00	27		143
2	000	2	00	28		107
2	000	2	00	29		196
2	000	2	00	30		189
2	011	2	10	31		84
3	000	2	00	0		183
3	000	2	00	1		170
3	000	2	00	2		142
3	000	2	00	3		157
3	000	2	00	4		186
3	000	2	00	5		137
3	000	2	00	6		198
3	000	2	00	7		133
3	000	2	00	8		136
3	000	2	00	9		164
3	000	2	00	10		199
3	000	2	00	11		157
3	000	2	00	12		201
3	000	2	00	13		160
3	000	2	00	14		170
3	000	2	00	15		180
3	000	2	00	16		177
3	000	2	00	17		144
3	000	2	00	18		147
3	000	2	00	19		136
3	000	2	00	20		152
3	000	2	00	21		154
3	000	2	00	22		178
3	000	2	00	23		148
3	000	2	00	24		132
3	000	2	00	25		164
3	000	2	00	26		169
3	000	2	00	27		167
3	000	2	00	28		137
3	000	2	00	29		225
3	000	2	00	30		212
3	011	2	10	31		105
4	000	2	00	0		150
4	000	2	00	1		137
4	000	2	00	2		107
4	000	2	00	3		123
4	000	2	00	4		149
4	000	2	00	5		90
4	000	2	00	6		157
4	000	2	00	7		299
4	000	2	00	8		91
4	000	2	00	9		114
4	000	2	00	10		157
4	000	2	00	11		109
4	000	2	00	12		157
4	000	2	00	13		113
4	000	2	00	14		129
4	000	2	00	15		134
4	000	2	00	16		145
4	000	2	00	17		113
4	000	2	00	18		125
4	000	2	00	19		108
4	000	2	00	20		120
4	000	2	00	21		121
4	000	2	00	22		154
4	000	2	00	23		116
4	000	2	00	24		99
4	000	2	00	25		136
4	000	2	00	26		133
4	000	2	00	27		146
4	000	2	00	28		106
4	000	2	00	29		199
4	000	2	00	30		194
4	011	2	10	31		83
5	000	2	00	0		172
5	000	2	00	1		165
5	000	2	00	2		132
5	000	2	00	3		155
5	000	2	00	4		183
5	000	2	00	5		126
5	000	2	00	6		187
5	000	2	00	7		130
5	000	2	00	8		132
5	000	2	00	9		158
5	000	2	00	10		193
5	000	2	00	11		155
5	000	2	00	12		193
5	000	2	00	13		155
5	000	2	00	14		166
5	000	2	00	15		177
5	000	2	00	16		172
5	000	2	00	17		139
5	000	2	00	18		144
5	000	2	00	19		134
5	000	2	00	20		146
5	000	2	00	21		152
5	000	2	00	22		175
5	000	2	00	23		144
5	000	2	00	24		126
5	000	2	00	25		166
5	000	2	00	26		160
5	000	2	00	27		169
5	000	2	00	28		136
5	000	2	00	29		220
5	000	2	00	30		206
5	011	2	10	31		104
6	000	2	00	0		148
6	000	2	00	1		136
6	000	2	00	2		107
6	000	2	00	3		118
6	000	2	00	4		147
6	000	2	00	5		92
6	000	2	00	6		157
6	000	2	00	7		97
