# Acquisition started at 11/01/2023 - 15:24:07 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		155
0	000	2	00	1		135
0	000	2	00	2		111
0	000	2	00	3		121
0	000	2	00	4		148
0	000	2	00	5		100
0	000	2	00	6		163
0	000	2	00	7		101
0	000	2	00	8		93
0	000	2	00	9		121
0	000	2	00	10		151
0	000	2	00	11		117
0	000	2	00	12		160
0	000	2	00	13		115
0	000	2	00	14		122
0	000	2	00	15		130
0	000	2	00	16		138
0	000	2	00	17		107
0	000	2	00	18		116
0	000	2	00	19		101
0	000	2	00	20		117
0	000	2	00	21		123
0	000	2	00	22		146
0	000	2	00	23		105
0	000	2	00	24		94
0	000	2	00	25		129
0	000	2	00	26		130
0	000	2	00	27		140
0	000	2	00	28		106
0	000	2	00	29		199
0	000	2	00	30		186
0	011	2	10	31		76
1	000	2	00	0		226
1	000	2	00	1		136
1	000	2	00	2		108
1	000	2	00	3		123
1	000	2	00	4		146
1	000	2	00	5		101
1	000	2	00	6		157
1	000	2	00	7		101
1	000	2	00	8		96
1	000	2	00	9		116
1	000	2	00	10		156
1	000	2	00	11		117
1	000	2	00	12		156
1	000	2	00	13		112
1	000	2	00	14		126
1	000	2	00	15		132
1	000	2	00	16		141
1	000	2	00	17		108
1	000	2	00	18		118
1	000	2	00	19		104
1	000	2	00	20		115
1	000	2	00	21		121
1	000	2	00	22		148
1	000	2	00	23		108
1	000	2	00	24		100
1	000	2	00	25		132
1	000	2	00	26		134
1	000	2	00	27		141
1	000	2	00	28		106
1	000	2	00	29		198
1	000	2	00	30		189
1	011	2	10	31		82
2	000	2	00	0		152
2	000	2	00	1		137
2	000	2	00	2		107
2	000	2	00	3		119
2	000	2	00	4		149
2	000	2	00	5		89
2	000	2	00	6		203
2	000	2	00	7		201
2	000	2	00	8		91
2	000	2	00	9		115
2	000	2	00	10		148
2	000	2	00	11		113
2	000	2	00	12		153
2	000	2	00	13		109
2	000	2	00	14		125
2	000	2	00	15		130
2	000	2	00	16		141
2	000	2	00	17		108
2	000	2	00	18		117
2	000	2	00	19		103
2	000	2	00	20		114
2	000	2	00	21		119
2	000	2	00	22		147
2	000	2	00	23		107
2	000	2	00	24		97
2	000	2	00	25		133
2	000	2	00	26		134
2	000	2	00	27		139
2	000	2	00	28		104
2	000	2	00	29		196
2	000	2	00	30		187
2	011	2	10	31		81
3	000	2	00	0		157
3	000	2	00	1		139
3	000	2	00	2		112
3	000	2	00	3		170
3	000	2	00	4		148
3	000	2	00	5		100
3	000	2	00	6		163
3	000	2	00	7		99
3	000	2	00	8		93
3	000	2	00	9		118
3	000	2	00	10		153
3	000	2	00	11		116
3	000	2	00	12		154
3	000	2	00	13		114
3	000	2	00	14		124
3	000	2	00	15		132
3	000	2	00	16		138
3	000	2	00	17		110
3	000	2	00	18		116
3	000	2	00	19		102
3	000	2	00	20		116
3	000	2	00	21		123
3	000	2	00	22		145
3	000	2	00	23		110
3	000	2	00	24		95
3	000	2	00	25		133
3	000	2	00	26		130
3	000	2	00	27		140
3	000	2	00	28		106
3	000	2	00	29		196
3	000	2	00	30		186
3	011	2	10	31		82
4	000	2	00	0		154
4	000	2	00	1		135
4	000	2	00	2		110
4	000	2	00	3		118
4	000	2	00	4		148
4	000	2	00	5		95
4	000	2	00	6		155
4	000	2	00	7		393
4	000	2	00	8		96
4	000	2	00	9		115
4	000	2	00	10		154
