ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 166.20	21.908	164.0	  7	 163.75	13.747	 100
 0	 0	   20	 183.14	17.906	182.0	  3	 182.46	14.863	 100
 0	 0	   30	 191.99	17.038	190.5	  3	 192.61	14.779	 100
 0	 0	   40	 206.57	19.432	204.5	  4	 204.09	15.337	 100
 0	 0	   50	 220.19	15.233	219.0	  7	 218.67	10.551	 100
 0	 0	   60	 231.70	16.064	231.5	  4	 231.78	13.362	 100
 0	 0	   70	 245.64	15.710	244.5	  6	 244.06	12.479	 100
 0	 0	   80	 256.84	14.523	256.0	  4	 255.75	10.938	 100
 0	 0	   90	 268.58	13.113	269.0	  0	 268.58	13.113	 100
 0	 0	  100	 281.08	14.268	280.5	  5	 280.55	10.970	 100
 0	 0	  200	 375.03	12.211	374.0	  2	 374.30	11.170	 100
 0	 0	  300	 436.56	10.342	436.0	  2	 435.67	 8.183	 100
 0	 0	  400	 482.07	11.024	482.0	  2	 481.32	 9.754	 100
 0	 0	  500	 518.91	 8.516	519.0	  7	 518.17	 6.766	 100
 0	 0	  600	 549.28	 7.753	549.5	  1	 549.53	 7.392	 100
 0	 0	  700	 574.87	11.936	574.0	  1	 574.42	11.129	 100
 0	 0	  800	 597.66	 7.911	598.0	  1	 597.29	 7.044	 100
 0	 0	  900	 619.79	11.310	619.0	  2	 618.84	 9.052	 100
 0	 0	 1000	 638.74	 9.874	638.5	  0	 638.74	 9.874	 100
 0	 0	 1200	 671.88	 9.450	672.0	  1	 671.57	 8.957	 100
 0	 0	 1400	 697.66	 9.327	696.0	  6	 696.41	 6.661	 100
 0	 0	 1600	 719.22	 8.555	718.0	  5	 717.98	 6.751	 100
 0	 0	 1800	 741.43	10.911	741.0	  4	 740.56	 8.390	 100
 0	 0	 2000	 757.07	 9.820	757.0	  1	 756.80	 9.484	 100
 0	 0	 4000	 879.94	 9.304	881.0	  0	 879.94	 9.304	 100
 0	 0	 6000	 955.76	11.801	953.5	  2	 954.88	 9.966	 100
 0	 0	 8000	1011.51	 9.585	1011.0	  1	1011.21	 9.157	 100
 0	 0	10000	1058.76	 9.995	1058.0	  1	1058.39	 9.348	 100
 0	 0	12000	1100.96	 9.678	1101.5	  1	1100.46	 8.356	 100
 0	 0	14000	1140.08	 9.124	1141.0	  2	1140.00	 8.275	 100
 0	 0	16000	1175.43	 9.501	1174.0	  0	1175.43	 9.501	 100
 0	 0	18000	1206.64	 7.680	1207.0	  0	1206.64	 7.680	 100
 0	 0	20000	1237.91	 8.367	1238.0	  1	1237.63	 7.911	 100
 0	 0	22000	1268.19	10.291	1267.0	  2	1267.53	 9.278	 100
 0	 0	24000	1297.24	 9.688	1297.0	  2	1296.73	 9.105	 100
 0	 0	26000	1325.67	10.033	1325.0	  4	1324.35	 7.770	 100
 0	 0	28000	1349.74	 8.281	1349.0	  0	1349.74	 8.281	 100
 0	 0	30000	1373.23	 8.581	1373.0	  1	1372.91	 7.999	 100
 0	 0	32000	1399.19	10.011	1397.0	  3	1398.30	 8.730	 100
 0	 0	34000	1423.65	10.340	1423.0	  5	1422.08	 7.842	 100
 0	 0	36000	1448.44	10.204	1448.0	  0	1448.44	10.204	 100
 0	 0	38000	1471.15	 8.891	1471.0	  1	1470.87	 8.478	 100
 0	 0	40000	1493.14	 7.275	1494.0	  0	1493.14	 7.275	 100
 0	 0	42000	1515.19	 9.510	1515.0	  0	1515.19	 9.510	 100
 0	 0	44000	1538.19	 9.166	1538.0	  0	1538.19	 9.166	 100
 0	 0	46000	1561.71	10.350	1562.0	  2	1560.93	 8.784	 100
 0	 0	48000	1582.26	 8.558	1583.0	  0	1582.26	 8.558	 100
 0	 0	50000	1603.93	 8.385	1604.5	  0	1603.93	 8.385	 100
 0	 0	52000	1623.51	 9.553	1623.5	  0	1623.51	 9.553	 100
 0	 0	54000	1646.21	 7.802	1646.0	  0	1646.21	 7.802	 100
 0	 0	56000	1665.85	 9.636	1666.0	  2	1665.72	 8.375	 100
 0	 0	58000	1686.55	 8.901	1685.0	  2	1685.94	 7.865	 100
 0	 0	60000	1708.74	 9.342	1709.0	  0	1708.74	 9.342	 100
 0	 0	62000	1728.00	 9.249	1728.0	  3	1727.55	 7.688	 100
 0	 0	64000	1746.32	 8.043	1746.0	  1	1746.56	 7.729	 100
 0	 1	   10	 179.00	 8.601	179.0	  0	 179.00	 8.601	 100
 0	 1	   20	 177.19	 7.867	178.0	  4	 177.60	 6.570	 100
 0	 1	   30	 189.20	 7.633	189.0	  2	 188.70	 6.840	 100
 0	 1	   40	 199.33	 8.398	200.0	  1	 199.59	 8.039	 100
 0	 1	   50	 210.70	 6.400	211.5	  4	 210.71	 5.384	 100
 0	 1	   60	 220.42	 7.066	221.0	  1	 220.18	 6.686	 100
 0	 1	   70	 230.65	 6.117	231.0	  0	 230.65	 6.117	 100
 0	 1	   80	 240.30	 7.424	240.5	  2	 239.80	 6.588	 100
 0	 1	   90	 250.47	 6.014	250.0	  4	 250.21	 5.357	 100
 0	 1	  100	 259.73	 6.785	260.0	  0	 259.73	 6.785	 100
 0	 1	  200	 331.70	 5.387	333.0	  2	 331.67	 4.930	 100
 0	 1	  300	 391.74	 5.495	392.0	  2	 392.07	 5.022	 100
 0	 1	  400	 440.35	 6.224	441.0	  0	 440.35	 6.224	 100
 0	 1	  500	 479.67	 4.759	479.0	  0	 479.67	 4.759	 100
 0	 1	  600	 513.25	 5.652	513.5	  0	 513.25	 5.652	 100
 0	 1	  700	 541.73	 5.071	541.0	  0	 541.73	 5.071	 100
 0	 1	  800	 566.73	 5.606	567.0	  3	 566.93	 4.942	 100
 0	 1	  900	 588.01	 5.100	589.0	  0	 588.01	 5.100	 100
 0	 1	 1000	 606.86	 5.860	606.0	  0	 606.86	 5.860	 100
 0	 1	 1200	 637.28	 6.055	637.0	  0	 637.28	 6.055	 100
 0	 1	 1400	 664.53	 6.013	665.0	  0	 664.53	 6.013	 100
 0	 1	 1600	 687.14	 5.623	686.0	  0	 687.14	 5.623	 100
 0	 1	 1800	 705.86	 5.719	706.0	  0	 705.86	 5.719	 100
 0	 1	 2000	 723.64	 6.474	724.0	  2	 723.57	 5.783	 100
 0	 1	 4000	 839.08	 6.786	838.0	  1	 838.89	 6.545	 100
 0	 1	 6000	 912.28	 5.938	912.0	  1	 912.08	 5.622	 100
 0	 1	 8000	 966.25	 6.750	966.0	  1	 966.04	 6.449	 100
 0	 1	10000	1010.41	 6.228	1011.0	  0	1010.41	 6.228	 100
 0	 1	12000	1050.02	 5.752	1050.0	  0	1050.02	 5.752	 100
 0	 1	14000	1087.13	 5.834	1086.5	  0	1087.13	 5.834	 100
 0	 1	16000	1117.31	 6.643	1117.0	  1	1117.51	 6.383	 100
 0	 1	18000	1148.81	 7.066	1149.0	  1	1149.05	 6.678	 100
 0	 1	20000	1179.05	 6.711	1178.0	  1	1178.85	 6.434	 100
 0	 1	22000	1205.10	 5.752	1205.0	  0	1205.10	 5.752	 100
 0	 1	24000	1232.94	 6.621	1233.0	  0	1232.94	 6.621	 100
 0	 1	26000	1256.84	 6.295	1256.0	  1	1256.59	 5.789	 100
 0	 1	28000	1283.10	 6.108	1284.0	  0	1283.10	 6.108	 100
 0	 1	30000	1307.23	 6.476	1307.0	  0	1307.23	 6.476	 100
 0	 1	32000	1332.20	 7.149	1332.5	  0	1332.20	 7.149	 100
 0	 1	34000	1354.52	 6.502	1354.0	  0	1354.52	 6.502	 100
 0	 1	36000	1375.63	 6.278	1375.5	  0	1375.63	 6.278	 100
 0	 1	38000	1398.18	 6.425	1398.0	  0	1398.18	 6.425	 100
 0	 1	40000	1420.50	 7.435	1420.0	  3	1420.29	 6.680	 100
 0	 1	42000	1442.75	 7.086	1442.5	  1	1442.48	 6.605	 100
 0	 1	44000	1464.08	 7.071	1465.0	  0	1464.08	 7.071	 100
 0	 1	46000	1485.05	 6.149	1485.5	  1	1485.23	 5.902	 100
 0	 1	48000	1504.44	 6.717	1504.0	  2	1504.47	 6.210	 100
 0	 1	50000	1524.13	 5.813	1525.0	  0	1524.13	 5.813	 100
 0	 1	52000	1545.36	 6.488	1546.0	  1	1545.15	 6.175	 100
 0	 1	54000	1566.21	 6.955	1566.0	  0	1566.21	 6.955	 100
 0	 1	56000	1586.23	 5.669	1586.0	  0	1586.23	 5.669	 100
 0	 1	58000	1606.54	 7.536	1607.0	  0	1606.54	 7.536	 100
 0	 1	60000	1626.10	 5.651	1626.0	  0	1626.10	 5.651	 100
 0	 1	62000	1645.11	 7.024	1645.0	  2	1644.69	 6.449	 100
 0	 1	64000	1663.08	 6.733	1662.0	  0	1663.08	 6.733	 100
 0	 2	   10	 176.67	 7.483	175.5	  1	 176.40	 7.030	 100
 0	 2	   20	 172.62	 5.374	173.0	  2	 172.93	 4.966	 100
 0	 2	   30	 182.73	 5.140	183.0	  1	 182.55	 4.822	 100
 0	 2	   40	 193.13	 4.726	193.0	  1	 192.98	 4.504	 100
 0	 2	   50	 201.92	 4.748	202.0	  0	 201.92	 4.748	 100
 0	 2	   60	 212.83	 4.885	212.5	  0	 212.83	 4.885	 100
 0	 2	   70	 221.21	 5.188	221.0	  1	 221.01	 4.812	 100
 0	 2	   80	 229.02	 4.577	229.0	  0	 229.02	 4.577	 100
 0	 2	   90	 237.62	 4.447	237.0	  1	 237.48	 4.258	 100
 0	 2	  100	 246.93	 4.821	247.0	  1	 246.77	 4.562	 100
 0	 2	  200	 321.03	 3.788	321.0	  5	 320.95	 3.190	 100
 0	 2	  300	 381.72	 4.780	381.0	  0	 381.72	 4.780	 100
 0	 2	  400	 430.64	 4.029	431.0	  5	 430.71	 3.297	 100
 0	 2	  500	 471.46	 4.500	471.0	  0	 471.46	 4.500	 100
 0	 2	  600	 503.09	 5.360	503.0	  0	 503.09	 5.360	 100
 0	 2	  700	 532.24	 4.098	532.0	  0	 532.24	 4.098	 100
 0	 2	  800	 555.66	 4.774	555.5	  0	 555.66	 4.774	 100
 0	 2	  900	 577.11	 4.932	577.0	  1	 577.25	 4.745	 100
 0	 2	 1000	 594.64	 5.306	594.0	  0	 594.64	 5.306	 100
 0	 2	 1200	 624.73	 4.974	625.0	  0	 624.73	 4.974	 100
 0	 2	 1400	 651.62	 5.848	651.0	  1	 651.42	 5.539	 100
 0	 2	 1600	 673.98	 4.845	674.0	  0	 673.98	 4.845	 100
 0	 2	 1800	 692.80	 5.529	693.0	  0	 692.80	 5.529	 100
 0	 2	 2000	 709.82	 6.420	711.0	  1	 709.63	 6.152	 100
 0	 2	 4000	 822.48	 5.764	822.0	  0	 822.48	 5.764	 100
 0	 2	 6000	 892.59	 5.261	893.0	  0	 892.59	 5.261	 100
 0	 2	 8000	 946.95	 5.727	947.0	  1	 946.77	 5.456	 100
 0	 2	10000	 990.58	 6.350	990.0	  0	 990.58	 6.350	 100
 0	 2	12000	1029.58	 6.667	1030.0	  0	1029.58	 6.667	 100
 0	 2	14000	1064.63	 6.633	1066.0	  1	1064.80	 6.449	 100
 0	 2	16000	1095.77	 5.810	1096.5	  2	1095.80	 5.075	 100
 0	 2	18000	1125.64	 6.386	1126.0	  1	1125.43	 6.076	 100
 0	 2	20000	1155.62	 7.015	1157.0	  0	1155.62	 7.015	 100
 0	 2	22000	1183.04	 6.506	1181.0	  2	1182.69	 6.093	 100
 0	 2	24000	1207.80	 5.724	1207.0	  0	1207.80	 5.724	 100
 0	 2	26000	1232.37	 5.768	1232.0	  2	1232.68	 5.382	 100
 0	 2	28000	1256.26	 6.263	1256.0	  0	1256.26	 6.263	 100
 0	 2	30000	1280.07	 7.353	1280.0	  0	1280.07	 7.353	 100
 0	 2	32000	1304.99	 6.729	1305.0	  2	1304.59	 6.181	 100
 0	 2	34000	1327.18	 5.711	1327.0	  0	1327.18	 5.711	 100
 0	 2	36000	1349.44	 5.557	1349.0	  2	1349.12	 5.138	 100
 0	 2	38000	1370.56	 5.271	1371.0	  2	1370.55	 4.931	 100
 0	 2	40000	1392.46	 5.704	1393.0	  0	1392.46	 5.704	 100
 0	 2	42000	1413.85	 5.450	1414.0	  1	1413.99	 5.294	 100
 0	 2	44000	1433.40	 5.772	1434.0	  0	1433.40	 5.772	 100
 0	 2	46000	1454.05	 5.709	1455.0	  0	1454.05	 5.709	 100
 0	 2	48000	1473.10	 6.670	1473.0	  0	1473.10	 6.670	 100
 0	 2	50000	1493.82	 5.233	1494.0	  0	1493.82	 5.233	 100
 0	 2	52000	1513.40	 6.612	1514.0	  0	1513.40	 6.612	 100
 0	 2	54000	1533.22	 5.277	1533.0	  0	1533.22	 5.277	 100
 0	 2	56000	1552.73	 7.374	1553.0	  0	1552.73	 7.374	 100
 0	 2	58000	1573.63	 5.937	1573.0	  0	1573.63	 5.937	 100
 0	 2	60000	1591.58	 5.127	1592.0	  2	1591.86	 4.790	 100
 0	 2	62000	1611.15	 6.566	1611.5	  0	1611.15	 6.566	 100
 0	 2	64000	1630.52	 5.573	1631.0	  1	1630.70	 5.312	 100
 0	 3	   10	 171.39	 5.451	171.0	  1	 171.23	 5.245	 100
 0	 3	   20	 170.36	 4.668	170.0	  8	 170.10	 3.555	 100
 0	 3	   30	 179.64	 3.151	180.0	  1	 179.73	 3.043	 100
 0	 3	   40	 188.82	 4.743	189.0	  1	 188.98	 4.488	 100
 0	 3	   50	 198.87	 4.062	198.0	  0	 198.87	 4.062	 100
 0	 3	   60	 207.34	 3.737	208.0	  0	 207.34	 3.737	 100
 0	 3	   70	 216.16	 4.406	216.0	  0	 216.16	 4.406	 100
 0	 3	   80	 225.20	 3.627	226.0	  2	 225.23	 3.261	 100
 0	 3	   90	 233.40	 3.426	234.0	  0	 233.40	 3.426	 100
 0	 3	  100	 241.73	 4.523	242.0	  0	 241.73	 4.523	 100
 0	 3	  200	 315.81	 3.659	315.5	  0	 315.81	 3.659	 100
 0	 3	  300	 376.42	 3.551	377.0	  3	 376.52	 3.189	 100
 0	 3	  400	 425.55	 4.001	425.0	  0	 425.55	 4.001	 100
 0	 3	  500	 465.18	 3.729	465.5	  2	 465.44	 3.281	 100
 0	 3	  600	 498.13	 4.126	498.0	  0	 498.13	 4.126	 100
 0	 3	  700	 525.51	 4.777	525.0	  0	 525.51	 4.777	 100
 0	 3	  800	 549.34	 4.856	549.0	  0	 549.34	 4.856	 100
 0	 3	  900	 569.71	 4.307	569.0	  0	 569.71	 4.307	 100
 0	 3	 1000	 587.33	 4.716	587.0	  1	 587.16	 4.428	 100
 0	 3	 1200	 617.71	 5.389	618.0	  0	 617.71	 5.389	 100
 0	 3	 1400	 645.36	 4.941	645.0	  1	 645.53	 4.680	 100
 0	 3	 1600	 666.03	 5.379	666.0	  0	 666.03	 5.379	 100
 0	 3	 1800	 685.21	 5.461	685.0	  0	 685.21	 5.461	 100
 0	 3	 2000	 702.26	 5.365	702.0	  0	 702.26	 5.365	 100
 0	 3	 4000	 814.28	 5.377	814.0	  2	 813.99	 5.025	 100
 0	 3	 6000	 882.57	 5.837	882.0	  0	 882.57	 5.837	 100
 0	 3	 8000	 936.45	 6.322	937.0	  1	 936.64	 6.072	 100
 0	 3	10000	 979.69	 5.325	979.0	  0	 979.69	 5.325	 100
 0	 3	12000	1018.26	 5.352	1018.0	  2	1018.26	 4.859	 100
 0	 3	14000	1052.11	 5.836	1052.0	  4	1051.80	 5.092	 100
